Date,App_Name,Active_Users,Avg_Session_Duration,Feature_Click_Event,Drop_off_Rate,,,,
4/8/2026,zarkon rentals,1423,268.9,Payment_Submit,0.72,,,,
4/14/2026,Garage Mgmt,770,58.7,Financial_Tab_View,0.29,,,,
3/15/2026,Garage Mgmt,644,154.2,Payment_Submit,0.19,,,,
3/14/2026,Zarkon_App,547,114.9,Payment_Submit,0.14,,,,
4/3/2026,Garage Platform,316,215.1,Financial_Tab_View,0.79,,,,
3/17/2026,Garage Mgmt,1414,80.5,Financial_Tab_View,0.17,,,,
4/17/2026,Garage Platform,136,54.3,Add_Ticket,0.35,,,,
3/20/2026,Garage_App,715,89.1,Financial_Tab_View,0.69,,,,
3/11/2026,Zarkon Rental,527,297.8,Add_Ticket,0.26,,,,
3/20/2026,Zarkon_App,1439,98.9,Financial_Tab_View,0.15,,,,
4/5/2026,Garage_App,442,107.4,Payment_Submit,0.48,,,,
4/7/2026,GarageOps,775,224.9,Add_Ticket,0.12,,,,
3/25/2026,Garage_App,1134,114.2,Payment_Submit,0.6,,,,
4/5/2026,Zarkon Rental,966,172.7,Financial_Tab_View,0.52,,,,
3/24/2026,Zarkon Rental,570,232.7,Payment_Submit,0.26,,,,
3/22/2026,Zarkon Rental,914,120.4,Payment_Submit,0.44,,,,
3/24/2026,Garage Platform,1110,127.4,Payment_Submit,0.1,,,,
4/16/2026,Zarkon_App,203,90.3,Financial_Tab_View,0.48,,,,
4/19/2026,ZarkonApp,1131,232.5,Add_Ticket,0.64,,,,
4/2/2026,Garage Mgmt,1152,298.1,View_Dashboard,0.14,,,,
4/14/2026,ZarkonApp,1232,46.8,Financial_Tab_View,0.26,,,,
3/25/2026,Garage Platform,1495,139.9,Add_Ticket,0.54,,,,
4/10/2026,Garage Mgmt,113,122.7,Financial_Tab_View,0.13,,,,
3/14/2026,Garage Mgmt,781,125.8,Financial_Tab_View,0.67,,,,
3/17/2026,Garage Platform,300,171.5,View_Dashboard,0.33,,,,
4/7/2026,Zarkon Rental,732,207.8,Financial_Tab_View,0.25,,,,
4/19/2026,Garage_App,1009,162.6,Add_Ticket,0.7,,,,
3/25/2026,GarageOps,602,235.6,Financial_Tab_View,0.56,,,,
3/22/2026,Zarkon Rental,1269,47.1,Add_Ticket,0.73,,,,
3/13/2026,Zarkon_App,817,246.2,View_Dashboard,0.37,,,,
3/26/2026,zarkon rentals,535,268.3,Add_Ticket,0.79,,,,
4/3/2026,zarkon rentals,619,191.3,Add_Ticket,0.77,,,,
3/23/2026,Zarkon Rental,1498,116.4,Financial_Tab_View,0.5,,,,
4/6/2026,Zarkon Rental,1293,157.9,Add_Ticket,0.61,,,,
4/5/2026,Garage Mgmt,589,190.8,Payment_Submit,0.36,,,,
4/19/2026,GarageOps,1165,245,Financial_Tab_View,0.14,,,,
3/14/2026,Garage_App,105,241.6,Add_Ticket,0.33,,,,
4/17/2026,zarkon rentals,1092,123.8,View_Dashboard,0.28,,,,
4/1/2026,Zarkon_App,604,146.9,Add_Ticket,0.19,,,,
3/23/2026,ZarkonApp,623,236.6,Add_Ticket,0.44,,,,
4/9/2026,Zarkon Rental,752,145.7,Payment_Submit,0.75,,,,
3/19/2026,ZarkonApp,324,201.5,View_Dashboard,0.72,,,,
3/15/2026,zarkon rentals,360,296.5,Financial_Tab_View,0.3,,,,
3/27/2026,Garage_App,429,257,View_Dashboard,0.8,,,,
4/14/2026,Garage Platform,395,88.9,Financial_Tab_View,0.74,,,,
3/12/2026,Garage Platform,64,141.2,Payment_Submit,0.17,,,,
4/10/2026,zarkon rentals,1092,177.2,Add_Ticket,0.27,,,,
3/29/2026,Garage_App,1045,191.5,Add_Ticket,0.33,,,,
3/12/2026,Garage Mgmt,828,110.4,Financial_Tab_View,0.26,,,,
4/16/2026,Garage Mgmt,1048,278.3,Financial_Tab_View,0.2,,,,
3/20/2026,Garage Platform,60,275.7,View_Dashboard,0.38,,,,
4/17/2026,zarkon rentals,1009,74.3,Add_Ticket,0.51,,,,
4/16/2026,Zarkon Rental,1391,281,Add_Ticket,0.63,,,,
3/11/2026,Zarkon_App,1425,150.3,Financial_Tab_View,0.73,,,,
3/28/2026,Garage_App,228,148.3,View_Dashboard,0.36,,,,
4/3/2026,GarageOps,1315,79.3,Financial_Tab_View,0.54,,,,
3/13/2026,Garage_App,1331,52.7,Financial_Tab_View,0.43,,,,
4/17/2026,Garage_App,1046,97.1,Payment_Submit,0.59,,,,
4/8/2026,Zarkon Rental,620,267.6,Payment_Submit,0.61,,,,
4/18/2026,Garage Platform,893,139.9,Add_Ticket,0.11,,,,
3/13/2026,Zarkon_App,1010,278.3,Financial_Tab_View,0.59,,,,
3/15/2026,Garage_App,928,191.9,Add_Ticket,0.13,,,,
4/8/2026,GarageOps,142,32.2,Financial_Tab_View,0.26,,,,
3/27/2026,Garage_App,334,119.3,Financial_Tab_View,0.3,,,,
4/8/2026,Zarkon Rental,730,64.4,Financial_Tab_View,0.52,,,,
3/27/2026,Garage_App,1122,231.3,Financial_Tab_View,0.29,,,,
4/20/2026,ZarkonApp,722,212.8,Add_Ticket,0.43,,,,
4/6/2026,GarageOps,525,91.7,View_Dashboard,0.52,,,,
4/22/2026,Garage Mgmt,1106,86.3,View_Dashboard,0.78,,,,
4/10/2026,zarkon rentals,1088,273.7,Financial_Tab_View,0.55,,,,
4/18/2026,GarageOps,1096,61.7,Financial_Tab_View,0.6,,,,
3/12/2026,Garage Platform,365,38.9,Payment_Submit,0.34,,,,
4/16/2026,Garage Platform,1284,128.9,Add_Ticket,0.4,,,,
3/19/2026,ZarkonApp,1335,182.2,Add_Ticket,0.19,,,,
4/9/2026,Garage_App,559,278.2,Add_Ticket,0.34,,,,
4/4/2026,Garage Mgmt,844,276.1,Add_Ticket,0.15,,,,
4/18/2026,ZarkonApp,652,67.7,View_Dashboard,0.36,,,,
3/12/2026,zarkon rentals,348,242.5,Payment_Submit,0.61,,,,
4/9/2026,ZarkonApp,1354,282.3,Payment_Submit,0.59,,,,
4/7/2026,Garage Platform,350,255.1,Financial_Tab_View,0.5,,,,
4/18/2026,Garage Mgmt,114,141.8,Payment_Submit,0.44,,,,
4/13/2026,Zarkon_App,1275,86.1,Financial_Tab_View,0.68,,,,
3/16/2026,GarageOps,699,277.2,Payment_Submit,0.79,,,,
3/19/2026,Garage Platform,482,173.6,Financial_Tab_View,0.79,,,,
4/13/2026,zarkon rentals,1137,98.4,Financial_Tab_View,0.11,,,,
4/22/2026,Garage Platform,1422,117.4,View_Dashboard,0.18,,,,
4/13/2026,Zarkon_App,446,181.7,Payment_Submit,0.35,,,,
3/24/2026,Zarkon Rental,1338,139.7,View_Dashboard,0.54,,,,
4/7/2026,Garage Mgmt,1310,40.8,Financial_Tab_View,0.54,,,,
3/26/2026,Garage Platform,672,185.1,Financial_Tab_View,0.71,,,,
4/2/2026,GarageOps,266,139.6,Payment_Submit,0.48,,,,
3/24/2026,ZarkonApp,1158,157.8,Payment_Submit,0.27,,,,
4/20/2026,ZarkonApp,254,233.2,Add_Ticket,0.2,,,,
3/29/2026,Zarkon Rental,326,36.9,Add_Ticket,0.45,,,,
4/19/2026,GarageOps,958,47.7,Financial_Tab_View,0.79,,,,
4/8/2026,Garage Mgmt,1150,30.3,Payment_Submit,0.52,,,,
4/16/2026,Zarkon_App,61,144.7,Payment_Submit,0.16,,,,
3/20/2026,Garage Platform,1393,105.7,Payment_Submit,0.13,,,,
4/2/2026,Zarkon_App,1473,140.6,View_Dashboard,0.59,,,,
3/23/2026,GarageOps,558,185.8,Financial_Tab_View,0.59,,,,
4/3/2026,Zarkon Rental,902,32.2,Payment_Submit,0.52,,,,
4/18/2026,Garage Mgmt,1172,72.8,Payment_Submit,0.6,,,,
4/4/2026,Zarkon Rental,301,64.5,View_Dashboard,0.28,,,,
4/13/2026,ZarkonApp,1423,197.7,Add_Ticket,0.42,,,,
3/13/2026,ZarkonApp,469,189.6,Add_Ticket,0.49,,,,
3/25/2026,Garage_App,898,50.9,View_Dashboard,0.17,,,,
4/21/2026,ZarkonApp,808,246.4,Payment_Submit,0.75,,,,
3/22/2026,GarageOps,985,73.5,Payment_Submit,0.58,,,,
3/11/2026,Garage_App,1141,76.7,Payment_Submit,0.71,,,,
3/20/2026,Zarkon Rental,428,138.7,View_Dashboard,0.19,,,,
3/31/2026,Garage Mgmt,95,119.6,View_Dashboard,0.42,,,,
3/25/2026,GarageOps,77,290.6,Financial_Tab_View,0.68,,,,
3/31/2026,Zarkon Rental,636,275,Payment_Submit,0.6,,,,
3/17/2026,Zarkon Rental,268,43.7,Add_Ticket,0.5,,,,
4/13/2026,zarkon rentals,1008,135.8,View_Dashboard,0.11,,,,
4/9/2026,Garage Platform,506,241.6,Financial_Tab_View,0.48,,,,
4/10/2026,Garage_App,444,199.9,View_Dashboard,0.33,,,,
4/20/2026,Zarkon Rental,533,238.3,Payment_Submit,0.13,,,,
3/21/2026,GarageOps,713,139.9,Add_Ticket,0.29,,,,
3/16/2026,Garage_App,421,135,Financial_Tab_View,0.65,,,,
4/19/2026,Garage Platform,1313,237.1,Payment_Submit,0.79,,,,
4/21/2026,ZarkonApp,1447,108.8,Payment_Submit,0.39,,,,
4/1/2026,Zarkon_App,243,45.6,View_Dashboard,0.17,,,,
3/23/2026,zarkon rentals,665,270.4,View_Dashboard,0.74,,,,
3/14/2026,ZarkonApp,624,285.4,View_Dashboard,0.15,,,,
4/18/2026,GarageOps,774,195.1,Financial_Tab_View,0.32,,,,
4/20/2026,Zarkon Rental,908,229,Financial_Tab_View,0.21,,,,
3/30/2026,Garage_App,773,216.2,View_Dashboard,0.28,,,,
4/6/2026,Garage Platform,1008,174.9,Financial_Tab_View,0.56,,,,
4/16/2026,zarkon rentals,609,192.1,Payment_Submit,0.13,,,,
3/25/2026,Garage Platform,428,175.9,Add_Ticket,0.37,,,,
3/31/2026,ZarkonApp,438,60.6,Add_Ticket,0.1,,,,
3/14/2026,ZarkonApp,1195,116.1,Add_Ticket,0.39,,,,
4/8/2026,Garage_App,279,34.7,Payment_Submit,0.42,,,,
4/15/2026,Garage_App,592,50.8,Financial_Tab_View,0.68,,,,
4/2/2026,Zarkon_App,398,167.2,View_Dashboard,0.45,,,,
4/14/2026,Garage Mgmt,1392,78,Financial_Tab_View,0.21,,,,
4/13/2026,Garage Platform,473,126.5,Add_Ticket,0.52,,,,
4/11/2026,Zarkon Rental,751,256,Financial_Tab_View,0.28,,,,
3/20/2026,Garage Platform,885,53.5,Add_Ticket,0.46,,,,
4/13/2026,ZarkonApp,1178,254.6,Add_Ticket,0.29,,,,
4/2/2026,Garage Mgmt,1014,271.5,Financial_Tab_View,0.27,,,,
3/18/2026,Garage Platform,163,116,Financial_Tab_View,0.65,,,,
4/15/2026,Zarkon Rental,289,152.9,Add_Ticket,0.46,,,,
3/28/2026,Zarkon Rental,1192,141.3,Payment_Submit,0.64,,,,
3/11/2026,Garage_App,885,69,Payment_Submit,0.4,,,,
4/16/2026,Zarkon Rental,504,55.4,Add_Ticket,0.31,,,,
4/22/2026,Garage Platform,202,151.5,View_Dashboard,0.47,,,,
4/2/2026,Garage Platform,1279,183.1,Financial_Tab_View,0.68,,,,
4/21/2026,Garage Mgmt,1133,161.9,View_Dashboard,0.17,,,,
4/21/2026,ZarkonApp,1241,213.7,Payment_Submit,0.78,,,,
4/1/2026,Zarkon_App,730,158.5,Add_Ticket,0.46,,,,
3/13/2026,Zarkon Rental,236,263.2,Payment_Submit,0.42,,,,
3/28/2026,Zarkon_App,276,193.4,Financial_Tab_View,0.78,,,,
3/18/2026,ZarkonApp,77,91.1,Add_Ticket,0.35,,,,
3/21/2026,zarkon rentals,192,266.6,Financial_Tab_View,0.39,,,,
4/8/2026,zarkon rentals,622,262.4,Add_Ticket,0.19,,,,
3/13/2026,Zarkon_App,207,129.9,Add_Ticket,0.72,,,,
4/10/2026,GarageOps,1329,81.1,Payment_Submit,0.79,,,,
3/29/2026,Zarkon Rental,250,240.2,View_Dashboard,0.21,,,,
3/24/2026,zarkon rentals,311,46.1,View_Dashboard,0.76,,,,
3/17/2026,ZarkonApp,805,145.5,Add_Ticket,0.11,,,,
3/20/2026,Garage Mgmt,972,154.1,View_Dashboard,0.62,,,,
3/13/2026,Zarkon Rental,406,199.9,Financial_Tab_View,0.55,,,,
4/1/2026,Zarkon Rental,493,103.3,Financial_Tab_View,0.14,,,,
3/13/2026,Zarkon_App,1366,125.8,View_Dashboard,0.13,,,,
4/8/2026,Garage Mgmt,406,287.4,Add_Ticket,0.14,,,,
4/5/2026,zarkon rentals,658,265.7,Add_Ticket,0.69,,,,
4/15/2026,Zarkon Rental,896,133.1,Payment_Submit,0.48,,,,
4/17/2026,Garage_App,507,291.1,Payment_Submit,0.65,,,,
4/17/2026,Zarkon_App,1461,46.8,Add_Ticket,0.67,,,,
3/29/2026,Garage Platform,1166,112.2,Payment_Submit,0.58,,,,
4/12/2026,zarkon rentals,439,221.9,Financial_Tab_View,0.76,,,,
4/16/2026,zarkon rentals,764,192.1,Add_Ticket,0.12,,,,
4/9/2026,Zarkon_App,586,171.8,Add_Ticket,0.27,,,,
3/29/2026,zarkon rentals,626,237.9,Add_Ticket,0.42,,,,
3/20/2026,Garage Mgmt,323,293.9,Add_Ticket,0.65,,,,
3/25/2026,GarageOps,372,218.2,View_Dashboard,0.35,,,,
3/19/2026,Garage Mgmt,554,146.8,Payment_Submit,0.38,,,,
4/12/2026,zarkon rentals,508,214.4,View_Dashboard,0.58,,,,
3/22/2026,Garage Mgmt,566,172.7,Financial_Tab_View,0.33,,,,
3/23/2026,zarkon rentals,54,200.8,Payment_Submit,0.77,,,,
3/18/2026,Zarkon Rental,951,211.6,Financial_Tab_View,0.34,,,,
3/25/2026,zarkon rentals,1213,298.3,Payment_Submit,0.49,,,,
3/16/2026,Garage Mgmt,178,164,Financial_Tab_View,0.12,,,,
3/18/2026,Garage Mgmt,1338,236.3,Financial_Tab_View,0.35,,,,
3/15/2026,zarkon rentals,108,286.5,Financial_Tab_View,0.14,,,,
3/14/2026,Zarkon_App,181,89.4,Payment_Submit,0.71,,,,
3/13/2026,Garage Mgmt,1339,133.5,Financial_Tab_View,0.68,,,,
3/13/2026,Zarkon Rental,1254,180.2,Add_Ticket,0.28,,,,
3/16/2026,Zarkon Rental,894,136.5,View_Dashboard,0.8,,,,
4/7/2026,zarkon rentals,960,227.2,Add_Ticket,0.45,,,,
3/28/2026,zarkon rentals,981,74.8,Financial_Tab_View,0.24,,,,
3/14/2026,ZarkonApp,1028,285.6,Financial_Tab_View,0.3,,,,
4/1/2026,GarageOps,845,131.8,Financial_Tab_View,0.32,,,,
3/31/2026,Garage_App,672,277,View_Dashboard,0.21,,,,
3/20/2026,Garage Mgmt,794,288.6,Add_Ticket,0.47,,,,
4/4/2026,Garage Mgmt,84,83.1,View_Dashboard,0.25,,,,
4/12/2026,Zarkon Rental,313,182.3,View_Dashboard,0.16,,,,
3/31/2026,Zarkon_App,919,235.7,Financial_Tab_View,0.8,,,,
3/24/2026,ZarkonApp,967,39.2,Payment_Submit,0.62,,,,
3/15/2026,ZarkonApp,1183,138.6,Payment_Submit,0.73,,,,
3/31/2026,Garage Platform,166,141.9,Financial_Tab_View,0.13,,,,
3/17/2026,Garage_App,82,209.7,Payment_Submit,0.33,,,,
4/16/2026,Zarkon Rental,1489,170.8,Financial_Tab_View,0.28,,,,
3/14/2026,zarkon rentals,810,227.6,View_Dashboard,0.72,,,,
4/15/2026,Garage Mgmt,1397,127.3,Add_Ticket,0.76,,,,
4/21/2026,Zarkon_App,1164,140,Financial_Tab_View,0.4,,,,
3/26/2026,zarkon rentals,541,139.9,View_Dashboard,0.43,,,,
4/2/2026,Garage_App,430,118.6,Payment_Submit,0.79,,,,
4/5/2026,Garage Platform,397,51.1,Financial_Tab_View,0.41,,,,
3/20/2026,ZarkonApp,1194,153.6,Add_Ticket,0.43,,,,
4/6/2026,Garage Platform,1373,263.2,Add_Ticket,0.68,,,,
3/15/2026,Garage_App,541,144.9,Add_Ticket,0.67,,,,
3/11/2026,Garage_App,1130,68.7,View_Dashboard,0.2,,,,
4/7/2026,zarkon rentals,828,112.9,Payment_Submit,0.6,,,,
4/1/2026,Zarkon Rental,1324,234.7,Add_Ticket,0.55,,,,
4/9/2026,Garage Platform,1122,98.7,Financial_Tab_View,0.63,,,,
3/22/2026,Zarkon Rental,178,45.9,Financial_Tab_View,0.48,,,,
4/7/2026,Garage_App,710,44.7,View_Dashboard,0.79,,,,
4/9/2026,zarkon rentals,1452,193.9,Payment_Submit,0.55,,,,
4/10/2026,Zarkon Rental,87,272.4,Payment_Submit,0.37,,,,
3/21/2026,ZarkonApp,388,100.2,Add_Ticket,0.63,,,,
4/16/2026,Garage_App,980,296.7,Add_Ticket,0.11,,,,
4/1/2026,zarkon rentals,90,89.5,Financial_Tab_View,0.33,,,,
4/12/2026,ZarkonApp,875,123.4,Payment_Submit,0.44,,,,
4/12/2026,Garage Platform,367,156.2,Financial_Tab_View,0.42,,,,
3/11/2026,zarkon rentals,1152,59,Payment_Submit,0.22,,,,
3/29/2026,GarageOps,1437,109.2,Add_Ticket,0.27,,,,
4/13/2026,Zarkon Rental,1106,192.4,View_Dashboard,0.76,,,,
3/20/2026,Zarkon Rental,650,33.3,View_Dashboard,0.73,,,,
3/25/2026,zarkon rentals,1147,160.5,View_Dashboard,0.21,,,,
3/25/2026,Zarkon_App,1342,208,Payment_Submit,0.37,,,,
3/29/2026,zarkon rentals,910,110.5,Add_Ticket,0.23,,,,
3/31/2026,Garage_App,602,265.2,Payment_Submit,0.63,,,,
3/30/2026,Zarkon_App,1458,104.9,Add_Ticket,0.27,,,,
4/22/2026,zarkon rentals,251,276.2,Add_Ticket,0.16,,,,
4/17/2026,Garage_App,533,255,View_Dashboard,0.71,,,,
4/9/2026,GarageOps,427,93,Add_Ticket,0.61,,,,
3/27/2026,Garage Mgmt,1242,47,Add_Ticket,0.65,,,,
4/6/2026,Garage Mgmt,598,38.5,Add_Ticket,0.64,,,,
3/12/2026,Garage Platform,1028,239.5,Add_Ticket,0.45,,,,
4/17/2026,Garage Mgmt,227,181.7,Financial_Tab_View,0.59,,,,
4/21/2026,Garage_App,972,78,View_Dashboard,0.57,,,,
4/4/2026,GarageOps,240,74.3,Financial_Tab_View,0.78,,,,
3/30/2026,ZarkonApp,88,132,Payment_Submit,0.11,,,,
3/23/2026,Garage Mgmt,1210,53.4,View_Dashboard,0.52,,,,
3/14/2026,Garage Platform,53,216.6,View_Dashboard,0.14,,,,
4/17/2026,Zarkon Rental,58,286.3,Add_Ticket,0.7,,,,
3/20/2026,Garage Mgmt,379,141.8,Financial_Tab_View,0.25,,,,
3/13/2026,zarkon rentals,533,264.8,Payment_Submit,0.3,,,,
4/21/2026,Garage Platform,598,118.3,Add_Ticket,0.22,,,,
3/22/2026,Garage Mgmt,1497,96.7,Payment_Submit,0.51,,,,
4/8/2026,Zarkon Rental,882,120.3,Payment_Submit,0.69,,,,
4/16/2026,Garage Platform,532,86.4,Financial_Tab_View,0.34,,,,
4/13/2026,zarkon rentals,558,93.9,View_Dashboard,0.13,,,,
4/17/2026,zarkon rentals,832,216.2,Payment_Submit,0.34,,,,
3/23/2026,Garage_App,1044,263.5,View_Dashboard,0.72,,,,
3/28/2026,Garage Platform,651,132.9,Payment_Submit,0.54,,,,
3/26/2026,Garage Platform,868,189.6,Financial_Tab_View,0.47,,,,
4/7/2026,GarageOps,420,73.1,View_Dashboard,0.2,,,,
4/5/2026,Zarkon_App,925,234.3,Financial_Tab_View,0.49,,,,
4/14/2026,zarkon rentals,564,54,View_Dashboard,0.33,,,,
4/16/2026,Garage_App,353,78.2,Payment_Submit,0.69,,,,
3/29/2026,Garage_App,112,142.7,Payment_Submit,0.42,,,,
3/28/2026,ZarkonApp,867,61.8,View_Dashboard,0.43,,,,
4/18/2026,Garage Platform,1152,272,Add_Ticket,0.7,,,,
3/24/2026,Garage Platform,420,163,Financial_Tab_View,0.51,,,,
3/11/2026,Garage_App,683,107,Payment_Submit,0.16,,,,
4/2/2026,GarageOps,1192,67.5,Financial_Tab_View,0.2,,,,
3/21/2026,Zarkon Rental,629,75.8,Financial_Tab_View,0.69,,,,
4/1/2026,zarkon rentals,1182,227.2,View_Dashboard,0.6,,,,
3/17/2026,Garage Platform,434,268,View_Dashboard,0.52,,,,
4/21/2026,GarageOps,1416,204,Add_Ticket,0.75,,,,
4/21/2026,Zarkon Rental,1010,126.4,View_Dashboard,0.64,,,,
4/12/2026,GarageOps,875,100.5,Add_Ticket,0.64,,,,
4/5/2026,Garage Platform,1340,161.5,View_Dashboard,0.71,,,,
3/18/2026,Zarkon_App,1380,111.4,View_Dashboard,0.51,,,,
3/11/2026,Garage_App,584,163.8,View_Dashboard,0.63,,,,
4/14/2026,Garage_App,1459,33,Add_Ticket,0.13,,,,
3/26/2026,Garage_App,1405,268.3,Payment_Submit,0.59,,,,
4/4/2026,Zarkon_App,659,188.9,View_Dashboard,0.71,,,,
4/18/2026,Garage Platform,98,162.3,Add_Ticket,0.75,,,,
3/13/2026,ZarkonApp,412,159.6,Financial_Tab_View,0.2,,,,
3/13/2026,Zarkon Rental,828,236.5,Add_Ticket,0.8,,,,
4/2/2026,Zarkon_App,1144,177.6,Payment_Submit,0.55,,,,
4/16/2026,GarageOps,473,203.1,Financial_Tab_View,0.29,,,,
3/20/2026,Zarkon Rental,551,245.2,View_Dashboard,0.3,,,,
3/12/2026,Zarkon_App,1054,261,Payment_Submit,0.61,,,,
3/28/2026,Garage Mgmt,294,179.1,Financial_Tab_View,0.3,,,,
4/17/2026,zarkon rentals,438,187.7,Add_Ticket,0.39,,,,
4/1/2026,Garage Platform,1072,214.9,Financial_Tab_View,0.7,,,,
4/11/2026,Zarkon_App,551,157.5,Payment_Submit,0.32,,,,
3/23/2026,Garage_App,160,273.9,Payment_Submit,0.75,,,,
3/22/2026,GarageOps,372,176.8,View_Dashboard,0.56,,,,
3/16/2026,Garage Platform,243,279.5,Financial_Tab_View,0.22,,,,
4/16/2026,zarkon rentals,140,247,Add_Ticket,0.27,,,,
3/30/2026,Garage Platform,945,128.1,Financial_Tab_View,0.36,,,,
4/7/2026,Garage Mgmt,715,209.3,View_Dashboard,0.73,,,,
3/12/2026,Zarkon_App,837,223.6,Add_Ticket,0.5,,,,
3/26/2026,Zarkon_App,547,156.3,Add_Ticket,0.13,,,,
3/30/2026,Garage Mgmt,1428,220.7,Add_Ticket,0.57,,,,
3/18/2026,zarkon rentals,278,95,View_Dashboard,0.24,,,,
3/30/2026,zarkon rentals,1076,108,Payment_Submit,0.19,,,,
4/17/2026,Garage_App,1312,203.8,View_Dashboard,0.35,,,,
4/9/2026,zarkon rentals,472,160.4,Financial_Tab_View,0.67,,,,
4/8/2026,Zarkon Rental,1249,133.5,Add_Ticket,0.79,,,,
4/11/2026,Zarkon_App,297,48,Add_Ticket,0.77,,,,
3/16/2026,ZarkonApp,249,295.7,Add_Ticket,0.17,,,,
3/23/2026,Zarkon_App,842,91.5,View_Dashboard,0.44,,,,
3/31/2026,Zarkon_App,1355,198.1,Payment_Submit,0.35,,,,
3/21/2026,Zarkon Rental,998,243.9,Add_Ticket,0.19,,,,
4/3/2026,zarkon rentals,612,167.2,Financial_Tab_View,0.23,,,,
3/23/2026,Garage Mgmt,601,186.4,View_Dashboard,0.48,,,,
4/3/2026,Garage Mgmt,1310,173.5,Add_Ticket,0.27,,,,
3/15/2026,Zarkon_App,492,201.9,Financial_Tab_View,0.27,,,,
4/7/2026,Zarkon Rental,1186,142.4,Payment_Submit,0.53,,,,
4/12/2026,Garage Mgmt,355,126.2,Financial_Tab_View,0.21,,,,
3/22/2026,ZarkonApp,242,296,Add_Ticket,0.37,,,,
4/19/2026,Garage_App,779,130.8,Payment_Submit,0.26,,,,
3/26/2026,Garage Platform,385,150.5,View_Dashboard,0.38,,,,
4/20/2026,zarkon rentals,1317,73.8,View_Dashboard,0.3,,,,
3/11/2026,GarageOps,369,253.3,View_Dashboard,0.55,,,,
4/19/2026,Garage_App,192,238.9,View_Dashboard,0.27,,,,
3/23/2026,Zarkon Rental,1461,227.6,Add_Ticket,0.26,,,,
4/15/2026,Garage_App,990,264.6,Payment_Submit,0.17,,,,
3/30/2026,Garage Platform,749,35,View_Dashboard,0.18,,,,
3/16/2026,GarageOps,314,34.9,Payment_Submit,0.68,,,,
4/3/2026,zarkon rentals,1223,293.8,Add_Ticket,0.62,,,,
3/23/2026,Garage_App,491,81.9,View_Dashboard,0.19,,,,
4/22/2026,Garage_App,62,269.6,View_Dashboard,0.62,,,,
3/11/2026,Garage Platform,843,244.5,Payment_Submit,0.42,,,,
4/6/2026,Zarkon Rental,684,170.4,View_Dashboard,0.33,,,,
4/17/2026,Garage_App,1224,41.6,Payment_Submit,0.44,,,,
3/27/2026,Zarkon Rental,968,85.5,View_Dashboard,0.23,,,,
4/9/2026,ZarkonApp,801,48,View_Dashboard,0.25,,,,
3/13/2026,Garage_App,97,240.2,Add_Ticket,0.47,,,,
4/11/2026,Garage Mgmt,887,165.9,View_Dashboard,0.61,,,,
3/31/2026,ZarkonApp,203,296.3,Financial_Tab_View,0.65,,,,
